id,title,ratings,director,writer,pri_genre,sec_genre,ter_genre,release_date,language,company,duration,eze_rank
1,Inter,,,,Romance,,,,,,,
2,La Bague Du Roi Koda,6.8,,,Short,,,5/1/1962,French,,24,
3,Earth,,,,Fantasy,,,,,,,
4,Eyo - The Spirit Mortal,,,,Action,,,,,,,
88,Ghost Worker,,,,Short,Mystery,,,,,,
90,Nne,,,,Drama,,,,Ibo,,,
110,Magun,,,,Thriller,,,,,,,
113,No Longer At Home,,,,Thriller,,,,,,,
150,Ikram 2,,,,Drama,,,1/1/2006,Hausa,,,
182,Crave For Love,,,,Drama,,,9/1/2021,English,Adnom Communications,,
215,"Emotional Violence: Words Can Build, Words Can Break",,,,Animation,Short,Drama,9/1/2015,English,,6,
4289,Anna,,Emeka Madu,,Drama,,,2/1/2018,English,Touch Of Sas Concept,113,271
1967,One Good Night,,Orok Duke,Orok Duke,Short,Horror,,10/1/2022,English,,11,6
4587,One Chance,,,,Thriller,,,7/1/2015,English,,,12
2255,Last Offence,,Nonso Emekaekwue,,Drama,,,9/1/2006,English,Simony Productions,,560
2126,Good News 2,,Reginald Ebere,,Drama,,,3/1/2005,English,Cobic Productions,,792
6721,The Web,,Michael Chineme Ike,Michael Chineme Ike,Short,Drama,Thriller,10/1/2020,English,MIC Productions,,3
5607,Eyes Of The Nun 2,,,,Drama,,,5/1/2009,English,Great Favour Production,,578
2816,Silence,,Yemi Morafa,,Drama,,,,English,Dollywhales-Awujo Studios,,126
1305,Blames Of Memories,,Victor Emeghara,,Drama,,,2/1/2005,English,Iyke-Mec Films,,600
5413,Western Union,,Prince Emeka Ani,,Drama,,,12/1/2007,English,Uche 10 Nigeria,,335
6441,Tiger King,,Stan K. Amandi,,Drama,,,1/1/2008,English,Immortal Films,,708
1554,Sharon'S Call,,Okey Ifeanyi,Jide George,Drama,,,9/1/2020,English,"Rok Studios,Supa Pictures Media",83,353
6627,The Storm Is Over 2,,,,Drama,,,9/1/2003,English,Osytex Industries Nigeria,,890
1807,Trilateral,,Akin-Tijani Balogun,Jemilla Suleman,Drama,,,2/1/2022,English,"Mazinni Pictures,Rok Studios",,90
316,Virgins Night Out 2,,Tarila Thompson,,Drama,Romance,,12/1/2004,English,Goldmark International,,281
4014,Handicapped,,Seun Arowojolu,"Seun Arowojolu,Denice Chikaodi,Roy Osuji",Drama,,,2/1/2020,English,,90,64
3914,Arewa Ejo,,Taofeeq Abisogun,,Drama,,,2/1/2009,Yoruba,Jewitura Movies,,40
2047,We Are One 2,,John Uche,,Drama,,,3/1/2004,English,Jem Productions,,497
5635,Awkward Things About Losing Weight,,,,Comedy,,,10/1/2018,English,Wonda Studios,,181
7484,Unforseen,,Emmanuel Akaemeh,,Drama,,,9/1/2016,English,Riyabel Production Service,,266
1049,Koi Koi - The Myth,,Adekunle Lawal McDouglas,Emmanuel Oghieaga,Horror,,,4/1/2022,English,Blackbishop Production,114,136
5123,Blood Battle 2,,Ebere Onwu,,Action,,,12/1/2005,English,Lion Base International,,692
5813,Blood Stain In Bokodo 2,,Moses Eskor,,Drama,,,4/1/2006,English,Samlex Electronics Company,,484
3919,Akan,,Desmond Elliot,"Rita Onwurah,Archie Sam",Drama,,,9/1/2014,"English,Ibibio","Denziot Pictures,Goldwire Productions",100,255
3122,Because Of Love,,Ben Emeh,,Drama,,,3/1/2003,English,Eagle Movies,,372
6602,Too Much,,Daniel Ademinokan,"Ubong Bassey Nya,Ikechukwu Onyeka",Drama,,,6/1/2010,English,Denziot Studios Production,,655
2402,Koroba Koroba,,Yemi Adegunju,,Drama,,,7/1/2003,Yoruba,Wastayo Films,,322
2650,Lost Wealth 2,,Afam Okereke,,Drama,,,10/1/2006,English,Samlex Electronics Company,,424
7289,Ticket To Life,,Geshin Salvador,"Miskeen Anav,Tomisin Ayoade",Drama,,,9/1/2022,English,Meroestream,82,178
2229,Extra Time 2,,Ifeanyi Ikpoenyi,,Drama,,,5/1/2005,English,Kensimon Production,,601
6513,Out Of My League,,Sobe Charles Umeh,Eyo Emmanuel,Romance,,,5/1/2020,English,Rok Studios,,218
6590,The Golden Fish,,Emeka Obiakonwa,Emeka Obiakonwa,Drama,,,8/1/2006,English,Dozac Global Maxima Investment,,543
2317,No Limitation 2,,"Kalu Anya,Chris Oge-Kalu",Chris Oge-Kalu,Drama,,,12/1/2004,English,I.G. Best Industries,,418
4859,I Need A Husband,,Charles Inojie,,Comedy,,,9/1/2007,English,Louis Merchandise,,578
347,The Corridors Of Power 2,,MacCollins Chidebe,,Action,Drama,,10/1/2005,English,Ossy Affason Production,,750
163,Deal Or No Deal,5.2,,,Game-Show,,,7/1/2007,English,Endemol Nigeria,,2
352,Tsalle Daya,,Ali Gumzak,,Drama,,,10/1/2019,Hausa,Dan Hajiya Films,,131
3225,World Of A Prince,,Chika Onu,,Drama,,,1/1/2005,English,Okwytex Ventures Ltd.,,368
148,Last Confession,,Sunday Nnajiude,,Comedy,,,3/1/2005,English,Edumaco Movies International,,457
160,Asiri Ikoko,,Tajudeen Mobolaji Arotambo,,Drama,,,2/1/2005,Yoruba,,,285
3732,The Revelation 2,,Chike Bryan,,Short,Drama,,6/1/2007,English,Great Favour Production,16,222
3186,A Night In The Philippines,,Zeb Ejiro,"Zeb Ejiro,Peter Roc Onwuka",Drama,,,4/1/2006,English,"Angel Light Entertainment,Movieland Network Ltd.,Zeb Ejiro Productions",,401
4949,Living Without You 2,,,,Drama,,,5/1/2005,English,Elonel International Ltd.,,683
1336,Love Gone Mad,,Jerry Isichei,Maria Samson,Drama,,,11/1/2022,English,African Movie Channel,,133
6927,Take Me Home 2,,Emeka Jonathan,"Theodore Anyanji,George Ifediba,Uzor Nwosu",Drama,,,3/1/2007,English,Akagod Investments,,700
7019,Test Your Heart,,Emeka Jonathan,,Drama,,,6/1/2008,English,Bonag Industries Nigeria,,632
5170,Playing Safe,,Elvis Chuks,Elvis Chuks,Drama,,,3/1/2013,English,Diamond Groove pictures,,478
3600,Old Testament,,Nonso Emekaekwue,,Drama,,,10/1/2007,English,"Be Good Ventures,Mac Modesty International",,678
4963,Baby Girl 2,,Tarila Thompson,,Drama,,,5/1/2005,English,Elonel International Ltd.,,507
5229,Ay'S Crib,,,,Comedy,,,5/1/2013,English,Corporate World Entertainment,,153
2069,Separate Lives 2,,Kabat Esosa Egbon,,Drama,,,2/1/2004,English,Kas-Vid International,,689
4353,The Beauty Of The Dark Side,,,,Biography,,,3/1/2021,,iSynthPurple,,1
3712,Otelemuye,,Omogoriola Adeniyi Hassan,,Action,Thriller,,,Yoruba,,,309
6713,One Life,,Tchidi Chikere,,Drama,,,11/1/2007,English,O. Gabby Innovations,,597
4801,Holy City 2,,Ilochi Olisaemeka,,Drama,,,12/1/2008,English,Social Movies,,579
1013,Silent Night 3,,Chico Ejiro,,Drama,,,10/1/1996,English,,95,302
5337,The Little Things,,Feyi Azeez,Mayowa Mula,Short,Drama,,2/1/2022,English,,,9
5660,Help Me Out,,Chika Onu,,Drama,,,3/1/2007,English,Andy Best Electronics,,551
3214,Igba Owuro,,,,Drama,,,3/1/2005,Yoruba,,,231
258,Who Wants To Be A Millionaire?,6.1,,,Game-Show,,,6/1/2004,English,,,2
6032,Asiko Mi Leyi,,Micheal Oladele,,Drama,,,7/1/2007,Yoruba,Corporate Pictures,,213
3158,The Last Offer,,,,Drama,,,1/1/2003,English,Elonel International Ltd.,,506
353,Read My Body,,Theo-Ziny Joel,Theo-Ziny Joel,Short,Drama,,11/1/2022,,Zinifrica,11,5
522,Recession Blues,,Kabat Esosa Egbon,"Shirleyann Ede,Olufunmi Morgan",Drama,,,9/1/2018,English,Little Brothers Global Entertainment,,214
2478,Autail Mata,,Muhammad Ashiru Nagoma,,Drama,,,10/1/2006,Hausa,,,24
3657,Diamond Forever 2,,,,Drama,,,11/1/2005,English,Lucky Geo Ventures,,505
2810,Strange Love 2,,Theodore Anyanji,,Drama,,,7/1/2006,English,Guniks Investment,,937
2693,Last Ofalla,,Andy Chukwu,,Drama,,,10/1/2002,English,,,750
1818,Feel My Pain 2,,Afam Okereke,,Drama,,,10/1/2008,English,Magic Movies Production,,604
5825,My Promise 2,,Moses Ebere,,Drama,,,12/1/2006,English,Somaco Ind.,,277
1448,One God One Nation 2,,Reginald Ebere,Reginald Ebere,Drama,,,8/1/2005,English,P. Collins Productions,,1111
1211,Afefe Ife,,,,Drama,,,11/1/2008,Yoruba,"Isolak Films,Omidire Films",,212
5155,On The Real,9.1,,,Comedy,,,7/1/2016,English,EbonyLife TV,,178
3735,Alpha Baby,,Laughter Ephraim,Jemine Edukugho,Short,Drama,,9/1/2020,English,,15,9
4081,Becoming Mrs. Eze,,Paul Iheanyichukwu Igwe,Adekunle Salawu,Drama,,,11/1/2022,English,African Movie Channel,,118
3950,Mustapha,,Dimeji Ajibola,,Drama,,,10/1/2019,English,"Mela Movies,Rok Studios",,338
2828,So Wrong So Wright 2.0,,,,Drama,,,3/1/2017,English,Genesis Studios,,21
1678,Pretty Angels,,Simi Opeoluwa,Emeka Obiakonwa,Drama,,,2/1/2005,English,Andy Best Electronics,,676
5851,Last Confession 2,,Sunday Nnajiude,,Comedy,,,11/1/2005,English,Edumaco Movies International,,457
3809,Romeo,,William Charles Agbo,,Drama,Romance,,7/1/2006,English,Uche Links Movies,,522
1503,So Wrong So Wright,,,,Drama,,,8/1/2009,English,Genesis Studios,60,39
4329,Dan Ba,,M.J. Saulawa,,Drama,,,11/1/2009,Hausa,,,22
3668,Toromade,,Taofeeq Abisogun,,Drama,Romance,,3/1/2009,Yoruba,,,258
7392,Forest Of Tears 3,,Ifeanyi Ogbonna,,Drama,,,9/1/2009,English,Onyu Best Bright,,558
2499,Take Me To Jesus,,Francis Agu,,Drama,,,10/1/2008,English,Sunshine Movies,,204
1934,Inside Job,,Osita Okoli,,Drama,,,8/1/2005,English,,,579
2493,Exit Plan,,Biodun Stephen,,Drama,,,1/1/2023,English,ShutterSpeed Projects,,177
1147,Governor'S Wife 2,,Victor Emeghara,,Short,Drama,,2/1/2007,English,Kachris Production,,350
6058,Clean Up,,MacCollins Chidebe,,Drama,Romance,,1/1/2003,English,Annex Merchandise Ltd.,,588
4939,Project Fame West Africa,,,,Reality-TV,,,11/1/2008,English,Endemol South Africa,,63
1223,Clash Of Destiny,,Adim Williams,,Drama,,,7/1/2005,English,Simony Productions,,414
429,Sadauki,,Hassan Giggs,"Muhibbat Abdusalam,Yakubo M. Kumo",Drama,Fantasy,,1/1/2019,Hausa,Giggs International,,96
6396,The Sync,,Saheed Apanpa,,Drama,,,5/1/2017,English,Bright Pictures Production,,369
5902,The Reason It'S You,,Alaundra Ada Dikesee,,Drama,,,9/1/2016,,Avail Media Productions,90,51
1896,Yogo Pam Pam,,,,Comedy,,,6/1/1998,English,Infinity Merchant Inc.,,121
5284,My Mother My Marriage 2,,Alex Mouth,,Drama,,,11/1/2004,English,,,439
1375,Berliner Jazztage '78,,George Grunitz,Fela Kuti,Documentary,,,10/1/1978,,,,1
6803,Naked Sin,,Leo Onwordi,Leo Onwordi,Drama,,,7/1/2006,English,Frontmaster International,,796
5450,The Broken Shield 2,,Izu Ojukwu,,Drama,,,9/1/2006,English,Mauri Production,,808
6300,Desperate Billionare 2,,Michael Jaja,,Drama,,,9/1/2005,English,A-Z Production,,717
4390,Oju Ife,,Chizoba Boye,,Crime,Drama,,5/1/2009,Yoruba,,,119
1765,The Prince And Me,4.3,Ikechukwu Onyeka,,Drama,,,1/1/2007,English,Tony Nwatu Production,,740
7153,Odaju Obinrin,,Kolade Kadesh Prince,,Drama,,,11/1/2006,Yoruba,Gigatt Productions,,162
5004,Jealous Friend 3,,Ifeanyi Ogbonna,,Drama,,,7/1/2009,English,Demek Movies,,374
3320,Ebi Tani,,Festus Olalekan Dairo,"Adeyeye Anthony,Festus Olalekan Dairo",Adventure,,,6/1/2020,"Yoruba,English",All Nations Baptists Church,,5
5192,Missing 'U',,Henry Czar Ejeta,,Romance,,,2/1/2003,English,Elonel International Ltd.,,255
2161,More Money,,,,Drama,,,11/1/2002,English,Kas-Vid International,,415
5981,Dangerous Return,,Henry Czar Ejeta,,Action,,,5/1/2006,English,Golden Movies,,43
2754,Arigbabuwo 2,,Mustapha Bakry,,Drama,,,4/1/2007,Yoruba,"Millennium Films,Otolo Films Production",,108
5787,Iyanga,,Chico Ejiro,,Comedy,,,8/1/2003,English,Grand Touch Pictures,,422
4768,Blood On The Altar,,"Mike Bamiloye,Elvon Jarrett",,Drama,,,2/1/2006,English,Mount Zion Media Connections,,27
6186,Mother Love,,Biodun Stephen,Frances Okeke,Drama,,,9/1/2019,English,"Rok Studios,ShutterSpeed Projects",,100
7346,For Real,,Aguila Njamah,"Bola Aduwo,Emem Isong",Drama,,,9/1/2004,English,Ulzee Nigerian Ltd.,192,975
1310,Sebeeyan Ni 2,,Olaide Olabanji,,Drama,,,2/1/2006,Yoruba,Lai-Ban Films International,,184
1861,Blind To See,,Simon Peacemaker,Okwy Ada,Drama,,,6/1/2016,English,Adekaz Productions,,205
4920,Bachelor'S Eve,,Rotimi Raji,Rotimi Raji,Comedy,Romance,,2/1/2018,English,Juma Communications,,241
3580,Beyond Dreams,,Afam Okereke,,Drama,,,12/1/2006,English,Master-Mind Production,,609
2051,Bridges,,Rogers Ofime,,Short,Drama,,11/1/2019,English,"Native Media,Wonda Studios",,86
1918,My Everlasting Love 2,,Ikechukwu Onyeka,"Pascal Amanfo,Uchenna Mbunabo",Drama,,,8/1/2007,English,"Chidoo Investment,Naidon Films,One & Two Film",,617
1362,The World Of Riches,,Ifeanyi Ikpoenyi,"Oragwam Edwin,Ugo Ugbor",Drama,,,11/1/2006,English,Deraco Productions,,623
2956,In„° √≤S„°N,,,,Drama,,,11/1/2007,Yoruba,"Omojoju Films,Romoke Adunbarin Films",,51
5627,My Mother My Marriage,,Alex Mouth,,Drama,,,11/1/2004,English,,,439
2896,Strength Of A Woman,,Tarila Thompson,,Drama,,,3/1/2004,English,Ultimark Ventures,,278
5587,Esin Obinrin,,Adeolu Daniels,,Drama,,,10/1/2009,Yoruba,,,151
6495,Diamond Lady: The Business Woman,,,,Drama,,,6/1/2004,English,Outstrip Movies Investment,,603
7021,In The Name Of Love 2,,,,Romance,,,10/1/2004,English,"Mauri Production,Midas-Touch Investment",,833
5218,The Funeral,,"Odiachi Ashimedua,Godwin Nzekwe",Yusuf Zay,Short,Drama,Fantasy,7/1/2022,English,EbonyLife Creative Academy,11,18
5080,Final Game 2,,Ubaka Frank Ubaka,,Action,,,7/1/2005,English,,,226
5954,Brave Mind 2,,Michael Jaja,"Michael Jaja,Chijioke Nneji",Drama,,,2/1/2012,English,Magic Movies Production,60,510
946,Love & Affliction,,Ehime Akhaile,,Romance,,,1/1/2004,English,Soft Touch Movies International,,197
4951,King Of Kings 2,,Iyke Odife,,Drama,,,5/1/2009,English,Angelcom Entertainment,,330
4457,Dark Closet,,Saheed Apanpa,Bella Ike,Drama,,,9/1/2015,English,"Mac Rissals Pictures,Uzee Multi Concept",,516
676,Across The River,,MacCollins Chidebe,"Chuks Obiorah,Cornelius Ucheam",Drama,,,9/1/2006,English,Coruma International,,568
7010,Labari,,Bello K.C.,,Drama,,,9/1/2008,Hausa,,,106
3380,Rhythm Of Love 2,,Charles Inojie,,Drama,,,4/1/2007,English,"De-Kross Movie Production,Simony Productions",,454
4595,The Matchmaker,,Saheed Apanpa,"Chuks Anyaduba,Tenibegi Karounmi",Romance,,,4/1/2015,English,Tog Media Films,,202
6102,Anunuebe,,,,Comedy,,,6/1/2003,English,Snude Entertainment,,344
5408,Parallel Lines,,Oluchi Nkiruka Nsofor,Chukwuma Nwangwu,Drama,,,12/1/2021,English,,9,39
3458,5 Billion Reasons,,Uche Simon Alaneme,Willie Adah Ajenge,Drama,,,1/1/2023,English,,90,133
3126,Mafisere,,Nureni Aremu,Salami Mufutau,Drama,,,5/1/2009,Yoruba,,,146
6153,Eyin Ogongo,,Ade Ajiboye,,Drama,,,5/1/2002,Yoruba,Aje-Oeokun Film,,287
2972,Atijo,,Segun Okeowo,,Drama,,,4/1/2007,Yoruba,,,10
5617,Tomorrow Must Wait 3,,Ikechukwu Onyeka,,Drama,,,5/1/2008,English,Naidon Films,,462
3254,A Fire In The Rain,,Chris Eneaji Eneng,"Tunde Apalowo,Nkechi Okere",Drama,,,4/1/2017,English,WH Productions,,321
333,Opin Aiye,,Lasun Ray-Eyiwumi,,Drama,,,11/1/2008,Yoruba,Toymax Films Holding,,84
7382,The Coffin Salesman,,Imoh Umoren,,Comedy,,,3/1/2019,English,,72,61
4214,Blindfold,,Adim Williams,,Drama,Romance,,12/1/2008,English,,,486
67,Jealousy,,Ndubuisi Okoh,,Drama,,,3/1/2006,English,"I.G. Best Industries,Rolex Electronics",,432
9,Orodena (The Great One),,,,Short,Drama,,,English,,20,
11,Under The Sun,,,,Action,Adventure,Drama,,,,,
14,Lune De Miel - Honeymoon,,,,Short,Drama,,2/1/2017,English,,,
16,The Fear Of Being Black,,,,Drama,,,,,,,
17,Residue,,,,Drama,,,,English,,,
22,"Owuama, A New Year Festival",,,,Documentary,Short,,4/1/1973,English,,,
26,A New Life,,,,Thriller,,,,,,,
27,Eastern Nigeria Revisited,,,,Documentary,Short,,7/1/1973,English,,,
7492,Kadara Afri-T,,Queen Salawa Abeni,,Music,,,12/1/2002,Yoruba,,,45
30,Nigersteel,,,,Documentary,Short,,8/1/1975,English,,,
31,Vivre,,,,Documentary,Short,,7/1/1974,French,,,
32,Nupe Mascarade,,,,Documentary,Short,,8/1/1972,French,,,
33,In The Beginning,,,,Documentary,Short,,2/1/1972,English,,,
34,Les Ponts De Paris,,,,Documentary,Short,,5/1/1971,French,,,
35,Liquid Fire,,,,Action,,,6/1/2017,English,,30,
36,Fire In The Afternoon,,,,Documentary,Short,,5/1/1971,English,,,
38,One Nigeria,,,,Documentary,,,3/1/1969,English,,109,
39,Mama Learns A Lesson,,,,Documentary,,,,Hausa,Nigerian Film Unit,48,
40,The Ancestors,,,,Short,Documentary,,2/1/1966,English,,20,
41,Intel - Kasope,,,,Short,,,9/1/2017,English,,,
42,We'Re Never Gonna Make It,,,,Comedy,,,8/1/2017,English,Accelerate TV,,
43,Man Of The Law,,,,Short,Crime,,4/1/2019,English,Collectible Comics NG,,
44,Nri,,,,Action,Adventure,Fantasy,,,,,
45,Official Business,,,,Drama,,,9/1/2017,English,Mazinni Pictures,,
46,Meditol Soap Commercial,,,,Short,,,10/1/2017,English,Artsy Lens Studio,,
47,Independent Nigeria,,,,Documentary,Short,,9/1/1956,,Federal Film Unit,23,
48,Nigeria Greets Her Queen,,,,Documentary,,,5/1/1956,,Nigerian Film Unit,56,
1070,The Screenplay,,Emmanuel Mang Eme,Francis Udom,Thriller,,,2/1/2017,English,Mistamang Productions,,308
73,Pidgin,,,,Fantasy,,,,,,,
6114,Would You Still Love Me,,Okey Ifeanyi,,Romance,,,6/1/2016,English,,,295
4790,Distance Between,,Izu Ojukwu,Remi Ibinola,Drama,,,2/1/2008,English,O. J. Productions,,889
51,Feast Of Horror And Juju 2,,,,Horror,,,10/1/2017,English,,,
52,Phone Freak' Paradise,,,,Short,Thriller,,2/1/2022,English,Lewabo Media Group,,
53,Zauren Musica,,,,Musical,,,10/1/2017,Hausa,Noless Studios,,
54,Ami (Sign),,,,Animation,Short,,5/1/2022,Yoruba,,,
55,Troublemaker,6.7,,,Short,Drama,,3/1/2020,Ibo,,11,
56,The End,,,,Short,,,,English,Early Sun Studios,,
57,Perfect Date,,,,Short,Comedy,,2/1/2022,English,Lewabo Media Group,,
58,Rough Love,,,,Romance,,,5/1/2022,English,Lewabo Media Group,,
59,One Day Go Be One Day,,,,Short,,,4/1/2019,English,,,
60,Bigi Tropical,,,,Musical,,,8/1/2022,English,,3,
61,Daughters Of Chibok,5.9,,,Short,,,9/1/2019,,VR360 Stories,11,
62,A Death Wish,,,,Short,Drama,,,English,KingsCrew Media,,
63,Birthday Surprise,,,,Short,Drama,Romance,5/1/2019,English,,17,
64,Awo,,,,Short,Horror,,9/1/2022,English,EbonyLife Creative Academy,,
65,Lost In The Moment,,,,Short,Romance,,5/1/2022,English,Innr Trth,1,
273,April F„∫„πL„π,,Sunday Soyinka,,Comedy,Family,,7/1/2003,Yoruba,Korede,,183
3936,Titanic Battle 2,,Kalu Anya,,Drama,Romance,,2/1/2007,English,"Pressing Forward Production,Rich-Rock Productions",,474
76,Mr. Petty,,,,Comedy,,,,,,,
77,Be Careful What You Wish For,,,,Drama,,,,,,,
79,Good News For Jennie,,,,Adventure,Drama,Mystery,,,,,
80,Dada Safaris,,,,Drama,,,,,,,
81,Oyinbo,,,,Family,Drama,,,,,,
82,When The Gods Cry,,,,Drama,,,,English,,,
83,Dawn Of Thunder,,,,Animation,Fantasy,,,English,Komotion Studios,,
84,Screening,,,,Romance,,,,,,,
5761,Dry Fish,,Tony Muonagor,,Comedy,Drama,Family,5/1/2003,English,Louis Merchandise,,103
105,Artifacts,,,,Animation,,,,,,90,
106,Ekumeku,,,,Action,,,,,,,
107,For The City,,,,Action,,,,,,,
108,Saving My God,,,,Adventure,,,,,,,
89,Singing Sin,,,,Drama,Musical,Romance,,,,,
91,Untitled Akin Omotoso/Netflix Project,,,,Drama,,,,,,,
93,Where There'S Love There'S Chaos,,,,Drama,,,,,,,
94,Papa Sbj Oshoffa,,,,Biography,,,,"French,Yoruba,English",Matchstick Films,,
95,Expect The Unexpected,,,,Drama,,,,,,,
96,Mega City Rising,,,,Action,Drama,Mystery,,,,,
97,The Secret Lives Of Baba Segi'S Wives,,,,Drama,,,,English,EbonyLife TV,,
98,Redacted,,,,Action,,,,,,,
99,The Good Citizen,,,,Animation,,,,,,,
100,The Sudden,,,,Thriller,,,,,,,
101,Lagos,,,,Short,Drama,,,,,,
102,Our People Are All Fine,,,,Drama,,,,,,91,
103,For The City,,,,Action,,,,,,,
104,Conversations With My Late Father,,,,Mystery,,,,,,,
5468,The Suitors,,Ndubuisi Okoh,,Action,Drama,,3/1/2000,English,"Chullins Investment,Emmalex Associates Ltd.",,681
111,Unseen Chains,,,,Drama,,,,English,Pistos pictures international limited,,
112,James,,,,Short,Crime,,,,,,
114,The Gift And The Hate Of God,,,,Drama,,,,,,,
115,9Gbychiketegabiakam,,,,Action,,,,,,,
116,100% Demand Of Love,,,,Drama,Mystery,,,English,Kate Angel Productions,80,
4326,Raging Tigers 2,,Chris Oge-Kalu,,Drama,,,6/1/2008,English,Great King Productions,,511
119,Legendary Gold 2022 2023,,,,Reality-TV,,,,,,,
120,The Last Seven,,,,Thriller,,,,,,,
121,Samaritan Ti O Dara,,,,Action,,,,,,,
2520,Up Creek Without A Paddle,,Tarila Thompson,,Action,,,,English,,,292
2466,Dirty Ambition,,Olowajaiye Michael,"Olowajaiye Michael,Juliet Sidi",Drama,,,4/1/2021,English,Julz Pictures,89,375
5697,The Final Clash,,,,Action,Thriller,,6/1/2002,English,,,1144
1750,Rude Awakening,,Teco Benson,Adaeze Ibechukwu,Drama,,,7/1/2020,English,"Rok Studios,TFP Global Network",125,168
126,Phones - The Polyphonic Takeover,,,,Animation,,,,,,,
130,The Oil Of Amadi,,,,Animation,,,,,,,
131,Aiye Ma Le,,,,Crime,,,12/1/1994,Yoruba,,94,
133,Koto Orun,,,,Drama,Fantasy,Horror,6/1/1989,Yoruba,,122,
134,Vigilante (Eso Oru),,,,Crime,,,8/1/1988,English,A - Productions Nigeria,,
159,Star Beer: Stadium,,,,Short,,,8/1/2008,English,Bang TV,1,
4321,Indomie Lomo 2,,Muyiwa Ademola,,Drama,,,2/1/2004,Yoruba,Divine Touch Productions,,507
141,Willie-Willie,,,,Horror,,,10/1/2021,,Mighty Jot Studios,,
5230,Time To Live,,Shittu Taiwo,"Emil Garuba,Brenda Ogbukaa-Garuba",Short,Crime,Drama,8/1/2021,English,"Sutoritera,Take 7 Media Productions",35,39
176,The King'S Son 2,,Moses Eskor,,Action,Drama,Thriller,12/1/2005,English,"Dux Ventures Ltd.,Petel Foundation Ltd.",,601
576,Market Sellers,,Tchidi Chikere,,Comedy,,,12/1/2003,English,P. Collins Productions,,835
145,Outside The Bank,,,,Drama,,,12/1/2021,English,Lewabo Media Group,,
6373,The Grandmasters,,Tarila Thompson,"Ikenna Aniekwe,Tarila Thompson",Drama,,,7/1/2006,English,Ossy Affason Production,,595
4993,The Beggar'S Gift,,Gabriel Miracle Uyewoh,Kemi Faith Odesola,Short,Drama,,8/1/2017,English,,4,20
151,Hidima 2,,,,Drama,,,9/1/2006,Hausa,Always Ventures,,
152,Hidima,,,,Drama,,,4/1/2006,Hausa,Always Ventures,,
153,Ikram,,,,Drama,,,2/1/2006,Hausa,,,
155,Dead End,,,,Drama,,,6/1/1996,English,"Grand Touch Pictures,Amaco Investments",105,
157,Visitor,,,,Fantasy,,,,English,,88,
158,Amina,,,,Drama,,,1/1/2008,English,,,
4976,Power Of Justice,,Adim Williams,"Ezihe Richmond,Adim Williams",Drama,,,7/1/2007,English,Rich-Rock Productions,73,802
161,Greener Pasteurs,,,,Short,Drama,,10/1/2021,English,Lewabo Media Group,,
1003,Killing Eva,,Kayode Peters,Ovi Odiete,Mystery,,,1/1/2022,English,Ibaka TV,,314
292,Games Women Play 2,5.9,Lancelot Oduwa Imasuen,,Drama,,,3/1/2005,English,Reemmy Jes Production (RJP),,890
2784,Four Crooks And A Rookie,,Ugo Maduka,Ugo Maduka,Action,Crime,,11/1/2013,English,GoMad Multimedia,94,250
165,The Fake Prophet,,,,Drama,,,,,,80,
1552,Small Bant,,Lota Chukwu,Lota Chukwu,Short,Drama,,4/1/2020,English,,8,69
5001,The Hustle Is Real,,"Uche Jombo,Edward Uka",Edward Uka,Drama,,,7/1/2018,English,Uche Jombo Production,89,647
5038,Silent Echoes: Female Genital Mutilation,,Ayokunle Ajisafe,Ayokunle Ajisafe,Short,,,11/1/2017,English,,,9
1811,Ero Sese Koowe 2,,Rasheed Akano,,Drama,,,2/1/2008,Yoruba,Zentury Pictures,,264
170,Shell Oil: The Awful Truth,,,,Short,,,,English,Amnesty International,2,
175,Miss Nigeria: Search For A Queen Ambassador,,,,Reality-TV,,,11/1/2011,English,Ark Resources Entertainment,,
177,Travel Again,,,,Adventure,,,7/1/2021,,,,
178,The Diary Notebook - Tdn,,,,Short,,,5/1/2021,English,,,
179,Nuclear X,,,,Animation,,,6/1/2021,English,Tostoon media,2,
1373,Deep Down - The Diary Notebook,,Ebi Godswill,Ebi Godswill,Short,,,5/1/2021,English,,,5
183,Sold Out,,,,Short,Thriller,,10/1/2021,English,Lewabo Media Group,,
2204,Mu Rike Amana,,Yakubu Mohammed,,Drama,,,4/1/2008,Hausa,,,81
3762,Idia'S Melody,,Ben Cassie,Francis Uzoma,Drama,,,1/1/2023,English,Cave 10 Media,175,133
186,Forgod Motivation,,,,Short,Musical,,5/1/2021,English,,,
4116,Keeping Promise,,Chinneylove Eze,Itunuoluwa Adefusi,Drama,,,7/1/2021,English,ChinneyLove Eze Production,,216
188,Nigeria'S Got Talent,,,,Reality-TV,,,9/1/2012,English,,,
189,Birth,,,,Short,Drama,Thriller,,English,,25,
1268,Iku Alhaji,,Okiki Afolayan,"Writers,Okiki Afolayan,Abibat S. Ayinde,Toyin Bankole",Drama,,,9/1/2021,Yoruba,Adekaz Productions,,113
191,Domitilla: The Sequel,,,,Crime,,,3/1/2021,English,"Zeb Ejiro Productions,FilmOne Production,Dioni Visions",,
192,Dear Devil From Tomiwa With Love,,,,Short,,,5/1/2021,English,Tales Hive Studios,,
194,The Deadwood,,,,Short,,,1/1/2013,English,Mighty Jot Studios,15,
195,Nigeria'S Centenary Pageant,,,,Reality-TV,,,12/1/2013,English,Ark Resources Entertainment,,
