id,title,ratings,director,writer,pri_genre,sec_genre,ter_genre,release_date,language,company,duration,eze_rank
810,Johnbull & Rosekate 2,,Tchidi Chikere,,Drama,,,11/1/2007,English,P. Collins Productions,,496
2856,Dream Again,,Victor Okhai,,Drama,,,8/1/2005,English,"Giant Merchants,Maranatha Pictures",,483
2101,Dancing Heart 2,,Tchidi Chikere,,Drama,,,10/1/2006,English,Annex Merchandise Ltd.,,496
2710,Reconciliation,,Pascal Amanfo,Chisom Juliet Okereke,Drama,,,12/1/2016,English,"Divine Touch Productions,Rok Studios",,468
5152,Trials Of Ma'Pe',,Chris Eneaji Eneng,,Drama,,,6/1/2018,English,"Mela Movies,Rok Studios",,455
3445,Done With You,,Chris Eneaji Eneng,Chris Bonnie,Romance,,,12/1/2019,English,"Rok Studios,WH Productions",,232
1710,No Play,,,,Crime,,,12/1/2021,English,LevoPlay,10,9
6131,Dear Ijeoma,,Onesoul,,Drama,,,7/1/2018,English,Heatfactory,,350
2552,Dry Scorpion,,Emeka Jonathan,,Drama,,,9/1/2007,English,Guniks Investment,,827
1102,The Slave Husband,,Tagbo Ifechukwu Ability,Tagbo Ifechukwu Ability,Drama,,,6/1/2019,English,Taiga Films,94,25
4979,The Yellow Wall,,,,News,,,3/1/2019,English,Accelerate TV,,1
2818,Movement Japa,,,,Drama,,,11/1/2021,English,Zuri 24 Media,,168
6703,Truth Or Die,,Rotimi Raji,Valerie Izuegbuna,Thriller,,,12/1/2016,English,BusyGold Creations,98,261
3579,The Ploy,,Chris Onyenso,,Drama,,,11/1/2021,English,De Ecclesiastes Production,,113
2017,Mujadala,,Ali Nuhu,"Ibrahim Birniwa,Baballe Hayatu",Musical,Romance,,8/1/2018,Hausa,Maishadda Global Resources,,55
1506,My Love,8.5,Fred Amata,,Romance,,,8/1/2002,English,O. J. Productions,,1356
6322,Evil Desire 2,,Chimdi Chiama,,Drama,,,11/1/2006,English,Chez International,,657
712,Silence...,,Tolu Ajayi,Bose Oshin,Short,,,1/1/2016,English,GAME Productions,,120
3564,Wind Chaser,,Uzodinma Okpechi,,Drama,,,11/1/2015,English,African Movie Channel,,78
3514,Throne Of Deceit,,Onyebuchi Stephen,Elijah Chibuike Njoku,Drama,,,12/1/2022,English,"Divine Touch Productions,Rok Studios",,206
513,Rejected,,Yemi Morafa,"Saviour Kings Bob,Farrell Goldsmith",Drama,,,6/1/2022,English,"Oakfil Productions,Rok Studios",132,234
1740,Aga Meta,,Fatai Isiaka,,Drama,,,6/1/2022,Yoruba,Okiki Films & Music,,101
473,Black Val,,Desmond Elliot,"Allwell Ademola,Iyabo Ojo",Drama,,,2/1/2016,English,Fespris Production,,782
4108,Wisdom Of The Gods,,Nkem Alu,,Drama,,,5/1/2006,English,Outstrip Movies Investment,,976
415,Let God,,Clement Abugbe,Abayomi Olabode,Short,Drama,,9/1/2021,English,,18,5
4466,Johnnie & Glyde,,Paul Iheanyichukwu Igwe,Adekunle Salawu,Comedy,Crime,,11/1/2021,English,"African Movie Channel,Whitestone Cinema",,88
1835,Mama,,Kabat Esosa Egbon,Musa Jeffery David,Drama,,,8/1/2017,English,Rok Studios,,90
999,Gone Nine Months,6.2,Lola Okusami,Lola Okusami,Short,Drama,,,English,,22,15
1365,Marry Who You Love,,Ugezu J. Ugezu,Ugezu J. Ugezu,Drama,,,11/1/2016,English,,150,1057
5766,Long John,,Sunday Nnajiude,,Comedy,,,12/1/2002,English,Emmalex Associates Ltd.,,464
7193,For Better For Worse,,Andy Chukwu,,Drama,,,4/1/2003,English,Annex Merchandise Ltd.,,861
2272,King Invincible,,Obafemi Adisa,Obafemi Adisa,Adventure,Thriller,,1/1/2017,English,,115,219
5705,Rainbows,,Blessing Oke Akambe,Esther Ijesubome Akambe,Drama,,,11/1/2022,English,Okembe Pictures,,538
630,Women & Lies,,Jessica Agu,Jessica Agu,Comedy,,,10/1/2021,English,"Jessica Concept Production,Nolixx TV",,395
575,Singles & Married,,Adim Williams,,Drama,,,5/1/2004,English,Videofield International,,266
1704,Newman Street,8.4,,,Drama,Family,,10/1/2014,English,"Center for Communication Programs Nigeria,Nollywood Concepts Production",,384
4465,Order Of The Ring,,Kensteve Anuka,Kensteve Anuka,Drama,,,9/1/2013,English,De-Zeen International,61,497
1701,The Seventh Hour,,Chibuike Dim,Darlington Chukwunyere,Horror,,,2/1/2019,English,,,165
5422,Amin: Amen,,Segun Ogungbe,Omobolaji Ogungbe,Action,Drama,Family,3/1/2020,Yoruba,"Dare Ogungbe Films,Movie Environs Concept",169,212
5707,Brothers War,,MacCollins Chidebe,Nkem Alu,Drama,,,4/1/2013,English,Magic Movies Industries,,425
6387,I Feel U,,Aguila Njamah,"Emem Isong,Uduak Isong Oguamanam",Drama,,,7/1/2005,English,Ulzee Nigeria Ltd.,,888
4392,Ijebaby Chopping Center,,,,Comedy,Drama,,1/1/2022,English,"Rok Studios,ShutterSpeed Projects",,326
4209,A Fool For Trust,,Saheed Apanpa,Godtega Etoh,Drama,,,8/1/2021,English,Town Kryerz Republic,,196
6482,Sweet Mama 2,,Ikechukwu Onyeka,,Comedy,,,8/1/2006,English,Simony Productions,,601
3498,Motives,,Kingsley Omoefe,,Drama,,,,English,,81,311
1473,The Ghost Killer,,Godwin Onwuneme Obiora,Godwin Onwuneme Obiora,Drama,,,12/1/2021,English,White Angel Production,,601
1440,Kofa,,Jude Idada,Jude Idada,Drama,Mystery,Thriller,11/1/2022,English,,116,454
3209,Shut In,,Izu Ojukwu,,Drama,,,7/1/2006,English,Lucky Geo Ventures,,186
3295,Against The World,,Sonny McDon,,Action,Drama,,8/1/2003,English,,,432
2662,Omoge,,Ernest David Idem,"Ernest David Idem,Steve Martins",Drama,,,1/1/2020,English,AflikTv,,180
2294,Fated To Love,,Charles Brain Nnoshiri,Oma Israel,Romance,,,9/1/2021,English,"M-Laz Production,Rok Studios",104,202
2457,Royal Battle 2,3.5,Adim Williams,,Drama,,,11/1/2005,English,Cosnoris International,,476
622,6 Months Madness,,Saheed Apanpa,Chuks J. Ejiofor,Drama,,,7/1/2018,English,Mozzyva Pictures,84,324
1479,Shadows In The Dark,,Lancelot Oduwa Imasuen,,Drama,,,6/1/2018,English,"Wells Entertainment,Ice Slide Films",,108
1593,As Complicated,,Mike Ezuruonye,Mike Ezuruonye,Drama,,,4/1/2020,English,Swift Angel Productions,,340
1926,Hand Of Fate 2,,Michael Jaja,"Michael Jaja,Chijioke Nneji",Drama,,,2/1/2012,English,Magic Movies Production,59,510
6320,Unbroken Promise 2,,Iwuanyanwu Ckuks,,Drama,,,9/1/2004,English,Pakas Movies Industries,,465
5868,Oloore,,Fatai Isiaka,"Olayemi Davies,Ayo Olaiya,Lanre Lekan Quadri",Drama,,,11/1/2018,English,"Derabim Films,Hunter TV Africa",,88
388,Royal Ghost,,Okey Chez Chinweze,,Drama,,,3/1/2021,English,Presstora Production,,157
4535,Ajoche,8.1,,,Drama,,,4/1/2018,English,Feemo,30,325
4721,Clout,,Bobby Emmanuel Okoye,"Promise Okoli,Bobby Emmanuel Okoye",Horror,,,6/1/2021,English,Minsayat Productions,58,21
3021,My Gambian Holiday,,Kensteve Anuka,Kensteve Anuka,Drama,,,6/1/2010,English,T-Plus Productions,,335
3740,Jackie'S Baby Bump,,Emeka Bishop Nwabunze,,Drama,,,2/1/2022,English,One Take Studio,149,118
4888,The Haunting Shadows 5,,Mike Bamiloye,,Drama,,,2/1/2005,English,Mount Zion Productions,,30
5521,Jewels Of The Sun,,Ugezu J. Ugezu,Ugezu J. Ugezu,Drama,,,5/1/2011,English,Guniks Investment,,799
2085,Circle Of Sinners,,Ilochi Olisaemeka,"Sammy Lee Nnamdi,Ossy Ugwu",Drama,,,2/1/2020,English,Graceful Film Studios,,92
325,Sunrise 2,,Theodore Anyanji,,Drama,,,,English,,,1097
4764,Father'S Choice,,Chris Eneaji Eneng,,Drama,,,12/1/2021,English,Rok Studios,,261
334,Closed,,Tolu Ajayi,Oje Ojeaga,Short,Drama,,5/1/2017,English,Stiletto Production,8,22
7446,Threeway,,Kingsley Fresh Onyenma,Emem Iniobong,Drama,,,11/1/2022,English,Mazinni Pictures,89,339
2347,Her Faithful Man,,Tope Alake,,Romance,,,12/1/2019,English,Rok Studios,137,326
6514,Listen,,Udoka Oyeka,Egbemawei Dimiyei Sammy,Short,Drama,,10/1/2020,English,Trino Motion Pictures,18,59
2566,Onye Okoso,,Bruce Natty,,Family,,,4/1/2018,Ibo,Inside Nollywood,,265
6363,Cry Baby 2,,Tchidi Chikere,Tchidi Chikere,Drama,,,8/1/2006,English,Oakfil Productions,,635
7407,"City Odes: Eko Ile - Lagos, Nigeria",,Sheldon Chau,"Sheldon Chau,Ntongha Ekot",Short,,,11/1/2020,"Yoruba,English",,,1
5970,Ex And Why,,Blessing Oke Akambe,"Blessing Oke Akambe,Joy Ohiaeri",Romance,,,2/1/2022,English,"Ibaka TV,Okembe Pictures",,214
2462,Secret Weapon,,Nonso Emekaekwue,"Nancy Gabriel,Kelvin Omorege",Thriller,,,4/1/2014,English,Black Speech Media Group,,458
5956,Obscure Motives,,Ikechukwu Onyeka,"Darlene Benson-Cobham,Rukky Sanda",Drama,,,4/1/2009,English,Rukky Sanda Productions,,521
4622,Checkmate,,Muhydeen S. Ayinde,Opeyemi Babatunde,Drama,,,7/1/2020,"Yoruba,English",Alimi Emmanuel Films,94,183
5671,If„© Ow„≥ 2,,Afeez Abiodun,,Drama,,,12/1/2008,Yoruba,"Flem Film,New House Concept,Seriki Olopolo",,202
1842,Love Is A Prank,,Damijo Efe Young,Damijo Efe Young,Comedy,,,4/1/2016,English,,90,177
4551,Warrior'S Anger,,Nonso Emekaekwue,Nonso Emekaekwue,Drama,,,4/1/2014,English,,,3
6465,Patrick Syndrome,,Adeoye Omoniyi,Seyi Obembe,Comedy,Drama,,,English,,,27
1133,Dilemma,,Okiki Afolayan,Seun Oloketuyi,Drama,,,4/1/2022,Yoruba,Ultimate Communcations International,,132
2137,Unspoken Truth,,Emeka Amaugoh,"Dabby Chimere,Lawrita Obioha",Drama,,,9/1/2014,English,Dabz Movie Productions,60,276
707,"My Wife, My Life",,Kensteve Anuka,Mary Jane Okoronkwo,Drama,,,12/1/2020,English,"One & Two Productions,Rok Studios",,161
4152,Breaking Ranks,,Michael Jaja,,Drama,,,12/1/2014,English,Chidiebere Solomon Productions,,296
2955,Invasion 1897,3.4,Lancelot Oduwa Imasuen,Lancelot Oduwa Imasuen,Biography,Drama,,12/1/2014,Afrikaans,Ice Slide Films,113,9
6995,A Dead Man'S Tale,,Paul Iheanyichukwu Igwe,Adekunle Salawu,Drama,,,1/1/2022,English,"African Movie Channel,Whitestone Cinema",,288
3874,200 Million,,August Udoh,,Comedy,,,12/1/2018,English,Temwangbon Entertainment,,407
5603,Dark Secret 2,,Emmanuel Oguguah,,Drama,,,4/1/2004,English,Contech Films,,619
2912,Blind Love,,Chico Ejiro,,Romance,,,8/1/2003,English,"Grand Touch Pictures,O'King International Ltd.",,379
2118,Disguise 2,,Reginald Ebere,,Drama,Romance,,9/1/2003,English,,,660
3513,Expensive Game 2,,Michael Jaja,,Drama,,,1/1/2004,English,Stonegold Production,,614
2666,The Wrong Turn,,Titi Jeje,,Drama,,,11/1/2019,Yoruba,Bukola Adeeyo Films,,187
5599,Tears For Nancy 2,,Ebere Onwu,,Drama,,,3/1/2005,English,Louis Merchandise,,780
6214,Double Trouble,,Funke Akindele,"Funke Akindele,Mazi Akinola,Onagbola Azeez O.",Comedy,,,10/1/2017,Yoruba,Scene One Production,131,242
482,Immoral Act,,Alex Mouth,,Drama,,,4/1/2005,English,Global Update Pictures,,406
2959,Wasila Coded Reloaded,,"Murphy Afolabi,Segun Oladimeji","Ademola Aderemi,Adebimpe Akintunde",Action,Drama,,4/1/2022,Yoruba,Habo Entertainment World,,568
1537,Frozen Smile,,Omoruyi Wallz Efosa,John Achile,Drama,,,7/1/2022,English,One and Two Film Production,,144
6979,Azima,,Andy Amenechi,,Drama,,,1/1/2005,Yoruba,O.J. Production,,664
1734,"Love, Pain & Marriage",,Chinneylove Eze,"Chinneylove Eze,Blessing Ire,Kachi Nnochiri",Drama,,,8/1/2022,English,ChinneyLove Eze Production,,314
5131,Holy Cross 2,,Dickson Iroegbu,,Drama,,,3/1/2006,English,Amaco Investments,,706
825,Take Me To Jesus 2,,Francis Agu,,Drama,,,5/1/2008,English,Sunshine Movies,,204
731,Million Dollar Sisters,,Ekenna Udo Igwe,Silver Ukagwu,Drama,,,6/1/2006,English,"Akajiuba Nig.,Emmalex Associates Ltd.",,494
2072,Act Of Faith 2,,Ikenna Aniekwe,,Drama,,,5/1/2008,English,Ossy Affason Production,,832
2219,Traditional Marriage,,Reginald Ebere,,Drama,,,3/1/2003,English,Prince Justine International,,465
7059,Corporate Maid,,Ikechukwu Onyeka,"Writers,Pascal Amanfo,Charles Inojie,Ikechukwu Onyeka",Comedy,,,3/1/2008,English,"De-Zeen International,Kas-Vid International",,747
3015,Royal Reward,,Evan Orji,"Comfort Kalu,Abraham Nwodo,Felix Onu",Drama,,,9/1/2008,English,"Finomas Concept Production,NDSS & Co",,338
5090,My World 2,,Andy Amenechi,,Drama,,,1/1/2012,English,Amaco Investments,,842
549,Dan Birni,,Falalu A. Dorayi,"Writers,Ahmad Alkanawee,Falalu A. Dorayi,Alaweyya Isah",Drama,,,3/1/2016,Hausa,NW Studios,,155
380,Big Sister,,Okey Ifeanyi,Confidence Onyejegbu,Drama,,,1/1/2022,English,"Ibaka TV,Moor Productions",,380
4216,Locked Up,,Serah Ogechi Onyeachor,Blecyn George Monsi,Family,,,7/1/2016,English,Chika Ike Production,88,105
3141,Esohe,6.7,"Charles Uwagbai,Robert Peters",Bimbo Manuel,Thriller,,,,"English,Yoruba",,,118
6305,Love Apart,,Ebube Nwabueze,,Drama,Romance,,4/1/2008,English,Akagod Investments,,214
4064,Ihite Kingdom 2,,Theodore Anyanji,Chisom Juliet Okereke,Drama,,,6/1/2014,English,Divine Touch Productions,55,571
4305,Sergeant Tutu,,Daniel Ehimen,Ekene Stronghold,Action,Adventure,Comedy,,English,,102,312
1772,My Turn,,,,Drama,,,9/1/2003,English,"H.S.C. Production,Vic Mary International",,365
1669,Iyawo Panda,,Oluwole Adedeji,,Drama,,,5/1/2005,Yoruba,Mercury Pictures,,139
6805,Ogo-Nla,,Ade Ajiboye,,Drama,,,9/1/2005,Yoruba,"Juntex,Laditi Treasure Media",,332
4073,Kids Are Angry,,Fred Amata,,Drama,Family,,1/1/2001,English,Liberty Films,,647
6767,Kakanfo,,Dayo Davies,,Drama,,,10/1/2020,Yoruba,"Inufilms,La Telisco Pictures",,213
4432,Sins Of The Heart,,Prince Emeka Ani,,Drama,,,3/1/2007,English,Chez International,,302
4264,Men And Ego,,Emeka Bishop Nwabunze,Nonso Akaenyi,Drama,,,8/1/2019,English,"Rok Studios,Supreme Productions",112,265
2802,Eyes Of The Nun,,,,Drama,,,1/1/2009,English,Great Favour Production,,578
5534,Hannatu,,Best Okoduwa,Aaron Ugede,Drama,,,3/1/2018,English,True Rise Media,,113
2471,Egg Of Life 2,,Andy Amenechi,,Drama,,,11/1/2003,English,O.J. Production,,711
5595,Sack Letter,,Kabat Esosa Egbon,Eyo Emmanuel,Comedy,,,12/1/2019,English,"Closer Pictures,Rok Studios",89,127
1598,Hotel Choco,,Edward Uka,Edward Uka,Drama,,,3/1/2016,English,LaBongoz Media,,163
6909,Somewhere Down The Line,,Alex Mouth,,Comedy,,,5/1/2015,English,Origin 8 Formats,,363
2271,Six Problem Girls,,"Kalu Anya,Iwuanyanwu Ckuks",,Action,Drama,Thriller,12/1/2003,English,Moving World Movies,,428
1719,Years Of Tears,,Afam Okereke,,Drama,,,6/1/2005,English,"Great Movies Ind. Ltd.,Tony Nwatu Production",,588
2502,Sister Of Virtue,,Dickson Iroegbu,"Stanley Isokoh,Sunday Ojiego",Drama,,,11/1/2012,English,Atlantic Pictures,,264
5381,Jail,,Morris Sesay,Eyo Emmanuel,Drama,,,12/1/2017,English,Believe Media,79,327
3829,√ÄGb„©K„©,,Abiodun Olanrewaju,,Drama,,,3/1/2004,Yoruba,Wisdom Studios International,120,508
4681,Hazeezat,,Kabat Esosa Egbon,Kehinde Olorunyomi,Drama,,,4/1/2014,English,Rok Studios,,599
493,Time And Chance,,Emem Isong,Patrick Ebuka,Drama,,,9/1/2019,English,"Rok Studios,Royal Arts Academy",123,335
2270,The Break Out,,Uzoh Nnamdi,,Drama,,,4/1/2005,English,Giant Merchants,,392
3197,Ile Itura,,Bolaji Amusan,,Drama,,,9/1/2007,Yoruba,Toymax Films Holding,,249
4324,The Faithful,,Abiodun Otasanya,,Romance,,,10/1/2004,English,Konia Concept,,498
4509,Ori Oko,,Saidi Balogun,,Drama,,,12/1/2007,Yoruba,Mustoy Films,,244
2406,Risky Affair,,Ikenna Ezeugwu,Chuks Obiorah,Drama,,,,English,,,400
3448,Ila Owo,,Segun Ogungbe,,Drama,,,12/1/2009,Yoruba,"Odunade Movies Production,Toymax Films Holding",,232
1252,Ifedolapo,,Wale Ilebiyi,"Allwell Ademola,Tope Osoba",Drama,,,7/1/2015,"Yoruba,English",Tope Osoba Film Productions,,250
5072,√íR„©Jom„≠,,Kunle Afod,,Drama,,,4/1/2005,Yoruba,"Big Way Films,Boye Ventures",,314
2888,Jagbajantis Reloaded,,Biodun Jimoh,"Biodun Jimoh,Anike Ami Olaniyi",Drama,,,12/1/2022,Yoruba,Corporate Pictures,,98
3889,Tide,,Akinlosotu Femi Depsy,Jasper Aziegbemhin,Drama,,,10/1/2021,English,Golden Mhinutes Pictures,116,387
7262,Kasala!,6.6,Ema Edosio,Temi Sodipo,Comedy,,,2/1/2018,"English,Yoruba",Bliss Productions,84,416
1722,The Unwanted,,Reginald Ebere,Chisom Juliet Okereke,Drama,,,12/1/2017,English,Divine Touch Productions,,160
4608,What Just Happened,,Charles Uwagbai,"Ufuoma McDermott,Victor Mobuogwu",Comedy,,,9/1/2018,English,USM Company,96,575
5738,Timileyin Oluwa,,Yomi Fash-Lanso,,Drama,,,2/1/2007,Yoruba,Opeyemi Aiyeola Films,,50
5025,Kinni Igbeyawo,,Tope Adebayo,"Writers,Tope Adebayo,Itunuoluwa Adefusi,Mercy Aigbe",Drama,,,12/1/2020,Yoruba,"Adekaz Productions,Mercy Aigbe Productions",108,343
1361,Feast Of Love,,Kensteve Anuka,Kensteve Anuka,Drama,,,8/1/2018,English,"Magic Movies Production,Rok Studios",177,242
4496,Almajiri,,Toka McBaror,Smart Conrad,Action,Crime,Drama,11/1/2022,"Hausa,English,Yoruba",Corporate World Entertainment,102,1008
3615,Arike,,Ayobami 'Hayorlad' Oladejo,Ayobami 'Hayorlad' Oladejo,Short,Drama,,2/1/2021,Yoruba,HC Studios,6,4
6280,Iyore,7.6,Frank Rajah Arase,Frank Rajah Arase,Drama,,,5/1/2015,English,Raj & Heroes Films,140,462
3272,Miss Nigeria,,Tarila Thompson,"Ngozi Okorocha,Tarila Thompson",Drama,,,7/1/2004,English,Ossy Affason Production,,620
5219,King Of Boys,6.1,Kemi Adetiba,Kemi Adetiba,Crime,Drama,,10/1/2018,"Yoruba,English,Ibo,Hausa",Kemi Adetiba Visuals,169,540
3866,Married Women On Campus 2,,Nonso Emekaekwue,,Drama,,,2/1/2007,English,Cosnoris International,,349
6917,Sin Of A Woman 2,,Chidi Chijioke,Chidi Chijioke,Drama,,,6/1/2013,English,Onye Eze Holding Production,82,589
3636,The Teacher,,Uche Agbo,Uche Agbo,Drama,,,5/1/2021,English,"Rok Studios,Zina Studios",99,469
6993,The Williams,,Okey Ifeanyi,,Drama,,,4/1/2018,English,I.C Films Production,,438
2325,Keepa,,Ike Nnaebue,,Drama,,,12/1/2016,English,"Rok Studios,Uche Jombo studios",,232
3255,Deep Loss 2,,Tarila Thompson,,Drama,,,7/1/2004,English,Elonel International Ltd.,,813
6893,The Gift,,Princewill Emmanuel Kelly,Princewill Emmanuel Kelly,Drama,,,7/1/2019,English,"BWC Productions,Blue Pictures",,331
2381,Madam'S P.A,,Adeolu Daniels,Moradake Awe,Thriller,,,4/1/2017,English,Just Distinguished Ent.,106,156
4122,Ifeloju,,Yinusa A. Korede,Albrin Junior,Short,Drama,,7/1/2021,English,EbonyLife Creative Academy,8,11
604,Badamasi (Portrait Of A General),5.6,Obi Emelonye,Obi Emelonye,Biography,History,Thriller,6/1/2021,English,,135,114
562,Christmas 1000X Better,,Temitope Bolade,"Diche Enunwa,Mildred Kingsley-Okonkwo",Short,Drama,,12/1/2020,English,"David's Christian Centre,Soul TV Africa",38,32
2279,A Lady And Her Lover,,Anu Somotun,Anu Somotun,Short,Drama,,2/1/2021,English,,6,27
1228,My Confession,,Ikenna Aniekwe,,Drama,,,2/1/2008,English,Ossy Affason Production,,804
5359,After Dawn 2,,Reginald Ebere,,Drama,,,12/1/2005,English,P. Collins Productions,,360
4842,Blood Apart,,Ikenna Aniekwe,"Ikenna Aniekwe,Ossy Okeke",Drama,,,5/1/2007,English,Ossy Affason Production,,870
2030,Fati,,Kamal S. Alkali,"Kamal S. Alkali,Abubakar Bashir Maishadda",Drama,,,2/1/2022,Hausa,Maishadda Global Resources,,167
3456,Umoja,,Oba Kosi Nwoba,Oba Kosi Nwoba,Short,Drama,History,,"Ibo,English,Hausa,Yoruba",Ozunu Films,,14
6053,Women'S Cot 3,,Dickson Iroegbu,,Drama,,,4/1/2005,English,Great Future Production Company,,481
1724,Hot Love 2,,Sunday Ojiego,,Comedy,Romance,,11/1/2003,English,"Atlantic Pictures,Sounds",,788
2503,Lamba,,Ali Gumzak,"Abubakar Bashir Maishadda,Jameel Nafseen",Drama,,,1/1/2022,Hausa,Maishadda Global Resources,,158
581,Turn Table 2,,Uzodinma Okpechi,,Drama,,,2/1/2004,English,Ulzee Nigeria Ltd.,,381
2237,On A Trip,,Jibril Mailafiya,,Drama,,,12/1/2016,English,"Derwin First Shot Initiative,Derwin Productions",,131
3119,A Game Of Chess,,David Cliq,,Short,Drama,,1/1/2022,English,David Cliq Studios,16,4
3075,After The Promise,,Willie Adah Ajenge,,Drama,,,1/1/2005,English,A.C. Merchandise Productions,,123
1134,Clairvoyance,,Teejay Stay,,Drama,Fantasy,,5/1/2019,English,Rok Studios,,185
1511,My Wife,,Emeka Madu,Adaeze Ibechukwu,Drama,,,11/1/2019,English,"Oakfil Productions,Rok Studios",,307
4564,My Neighbour,,Okey-Zubelu Okoh,"Itunuoluwa Adefusi,Chinneylove Eze",Drama,,,2/1/2019,English,ChinneyLove Eze Production,76,220
4447,Thirty,,Aniedi Awah Noba,Chidera Iwuozo,Comedy,Romance,,3/1/2022,English,One & Two Productions,89,328
7482,Pretty Angels 2,,Simi Opeoluwa,Emeka Obiakonwa,Drama,,,8/1/2005,English,Andy Best Electronics,,674
4296,Threshold,,Reuben Reng,"Tongryang Pantu,Reuben Reng",Drama,,,9/1/2022,English,Rok Studios,,31
2154,Agaracha The Lioness,,Armani J. Armani,Jerry Ogodo,Drama,,,9/1/2016,English,Emmy-Rich Entertainment,128,167
4609,Where Men Rule,,Mykel Ajaere,Greg Afamah,Drama,,,4/1/2021,English,"Moor Production,Rok Studios",123,374
3161,A Fight To Live 2,,Chijioke Okeke Oguno,,Drama,,,1/1/2018,English,AflikTv,,180
1497,Complications,,Sunkanmi Adebayo,Adaeze Ibechukwu,Drama,,,3/1/2019,English,"Closer Pictures,Rok Studios",,308
1875,The Past Came Calling,,Ruke Amata,Gilda Amata,Romance,Thriller,,7/1/2012,English,Ruke Amata Film,,238
1402,The Super Star 2,,Emeka Nwabueze,Emeka Nwabueze,Drama,,,3/1/2008,English,Prince Justine International,,1022
7198,King Of Thieves,7.2,"Tope Adebayo,Adebayo Tijani","Femi Adebayo,Abosi Ogba,Yinka Olaoye",Action,Drama,Fantasy,4/1/2022,Yoruba,"Anthill Studios,Euphoria 360",108,572
1618,Cwo 2: Women Of Virtue,,Saint Collins,,Drama,,,1/1/2006,English,Mauri Production,,391
7191,Desperate Girl,,Akin-Tijani Balogun,Cassandra Ochaugo,Drama,,,4/1/2014,English,Divine Touch Productions,,114
7132,Akoto Olokada,,Segun Ogungbe,,Drama,,,3/1/2009,Yoruba,"Banke Films Productions,Bobby Jay Jay Production",,170
4699,My Promise,,Moses Ebere,,Drama,,,2/1/2006,English,Somaco Ind.,,277
1061,Not Man Enough 2,,Andy Chukwu,Chuks Obiorah,Drama,Romance,,2/1/2003,English,Annex Merchandise Ltd.,,530
2384,Olukoti,,Wasiu Owoiya,Olayemi Jimoh,Drama,,,2/1/2022,English,Smallworld Productions,,114
2260,960 Sm,,,,Short,,,10/1/2013,English,ChikeTEGAbiakam,,18
2373,Rhythm Of Love,,Charles Inojie,,Drama,,,10/1/2007,English,"De-Kross Movie Production,Simony Productions",,454
5675,The Baby Sitters,,Ozioma B. Nwughala,Ozioma B. Nwughala,Drama,,,8/1/2019,English,"Triple One Productions,iROKOtv",85,400
4437,Gidi Blues,,Femi Odugbemi,"Taiwo Egunjobi,Femi Kayode",Romance,,,6/1/2016,English,Cut24 Productions,,335
5742,Finding Eden,,Sobe Charles Umeh,Ogochukwu Sylvia Uzoma,Drama,,,2/1/2018,English,WH Productions,,192
1002,Oga John,,Tolu Ajayi,Oje Ojeaga,Short,Drama,,1/1/2019,English,Up in The Sky Films,10,25
773,When The Heart Lies,,Lancelot Oduwa Imasuen,"Vivian Ejike,Emem Isong",Drama,,,6/1/2008,English,Purplepine Production,,768
3316,The Accident,,Uduak-Obong Patrick,Nduka Nwobodo,Drama,,,7/1/2022,English,Rok Studios,,234
5858,Fine Wine,7.2,Seyi Babatope,"Temitope Bolade,Diche Enunwa",Romance,,,2/1/2021,English,Nevada Bridge Productions,100,687
5221,Unexpected,,Chidi Chijioke,Kikelomo Jacob,Drama,,,6/1/2022,English,Posh World Productions,133,383
5881,Things Men Do,,Samuel Azubuike,,Drama,,,5/1/2003,English,Longybest Video Links,,221
7030,Captain 2,,Ikechukwu Onyeka,,Drama,,,2/1/2006,"English,Ibo",Kas-Vid International,,276
2860,The Devil Lives Here,,Damijo Efe Young,,Drama,,,7/1/2016,English,Rok Studios,,125
3070,Olaide Irawo,,Tokunbo Awoga,,Drama,,,2/1/2007,Yoruba,Grand Father Production,,90
5812,David,,Afe Olumowe,Afe Olumowe,Short,Drama,,5/1/2021,English,Nevada Bridge Productions,31,159
6880,Guilty Or Not Guilty,,Billion Obi,"Christabella Ike,Gabriel Odigiri",Drama,,,11/1/2021,English,"Befilms,Rok Studios",,172
7074,Inhibition,,Otu Njama,,Drama,,,9/1/2019,English,Njama TV,90,192
7146,Dons In Abuja,,Andy Amenechi,,Thriller,,,7/1/2004,English,O.J. Production,,471
504,The Dreamer,,Sunday Nnajiude,,Comedy,,,3/1/2006,English,Emmalex Associates Ltd.,,437
1997,A Trip To South-West Naija,,Peter Nosiama,Emmanuel Chike Gabriel,Animation,Short,,10/1/2017,,ChikeTEGAbiakam,,9
1504,My Darling Princess,,Ifeanyi Ikpoenyi,"Ifeanyi Ikpoenyi,Tai Emeka Obasi",Drama,,,3/1/2008,English,Deraco Productions,,680
3343,High Stake 2,,Andy Chukwu,"Nwafor Anayo,Chuks Obiorah",Drama,,,7/1/2006,English,"Annex Merchandise Ltd.,Nwafor Anayo Production",,300
547,Daddy'S Girl 2,,Okey Ifeanyi,Junior Kasai,Drama,,,7/1/2016,English,,67,96
818,Love In Sight,,Chris Eneaji Eneng,Doris Ariole,Drama,Romance,,10/1/2018,English,"Rok Studios,Mazinni Pictures",,445
5558,Owowunmi,,Diran Adedeji,Diran Adedeji,Drama,,,2/1/2010,Yoruba,Sir White Media Network,,105
